,ss_id,pv_system_id,provider,installed_capacity_kw
576,26775,7045,solar_sheffield_passiv,3.22
577,26780,6480,solar_sheffield_passiv,2.52
578,26781,24460,solar_sheffield_passiv,3.92
579,26782,23488,solar_sheffield_passiv,3.99
580,26783,27768,solar_sheffield_passiv,3.92
581,26784,25226,solar_sheffield_passiv,4.0
582,26785,28529,solar_sheffield_passiv,1.5
583,26787,25207,solar_sheffield_passiv,3.0
584,26788,27089,solar_sheffield_passiv,4.0
585,26792,45807,solar_sheffield_passiv,2.5
586,26794,48600,solar_sheffield_passiv,2.5
587,26795,72039,solar_sheffield_passiv,4.0
588,26796,69007,solar_sheffield_passiv,2.5
589,26799,4985,solar_sheffield_passiv,3.52
590,26800,21966,solar_sheffield_passiv,4.0
591,26801,5419,solar_sheffield_passiv,2.3
592,26804,7076,solar_sheffield_passiv,2.28
593,26805,7176,solar_sheffield_passiv,3.42
594,26806,73762,solar_sheffield_passiv,2.5
595,26809,73360,solar_sheffield_passiv,2.5
596,26810,13003,solar_sheffield_passiv,3.99
597,26811,73769,solar_sheffield_passiv,2.0
598,26812,73772,solar_sheffield_passiv,2.5
599,26813,7081,solar_sheffield_passiv,3.23
600,26816,5533,solar_sheffield_passiv,1.85
601,26818,22735,solar_sheffield_passiv,4.0
602,26822,27429,solar_sheffield_passiv,4.0
603,26824,31787,solar_sheffield_passiv,4.0
604,26827,25425,solar_sheffield_passiv,1.5
605,26828,29729,solar_sheffield_passiv,2.94
606,26829,29890,solar_sheffield_passiv,4.0
607,26832,59617,solar_sheffield_passiv,2.0
608,26835,41145,solar_sheffield_passiv,3.0
609,26836,37652,solar_sheffield_passiv,2.5
610,26838,68551,solar_sheffield_passiv,2.0
611,26839,68557,solar_sheffield_passiv,2.0
612,26845,48147,solar_sheffield_passiv,4.0
613,26846,3941,solar_sheffield_passiv,4.0
614,26848,21428,solar_sheffield_passiv,3.99
615,26852,10975,solar_sheffield_passiv,1.44
616,26853,21869,solar_sheffield_passiv,3.84
617,26854,10201,solar_sheffield_passiv,3.99
618,26858,9665,solar_sheffield_passiv,3.99
619,26861,24027,solar_sheffield_passiv,3.15
620,26862,24270,solar_sheffield_passiv,1.44
621,26863,31730,solar_sheffield_passiv,3.84
622,26867,26268,solar_sheffield_passiv,4.0
623,26869,37049,solar_sheffield_passiv,2.5
624,26871,59903,solar_sheffield_passiv,3.5
625,26873,87885,solar_sheffield_passiv,2.0
626,26874,34537,solar_sheffield_passiv,4.0
627,26875,79754,solar_sheffield_passiv,2.25
628,26876,5460,solar_sheffield_passiv,3.33
629,26881,7895,solar_sheffield_passiv,3.6
630,26882,8752,solar_sheffield_passiv,2.66
631,26884,10364,solar_sheffield_passiv,3.84
632,26889,5035,solar_sheffield_passiv,2.45
633,26890,21866,solar_sheffield_passiv,1.56
634,26892,23291,solar_sheffield_passiv,3.5
635,26893,23892,solar_sheffield_passiv,3.99
636,26894,28196,solar_sheffield_passiv,2.5
637,26895,28374,solar_sheffield_passiv,1.5
638,26896,26067,solar_sheffield_passiv,4.0
639,26900,29812,solar_sheffield_passiv,4.0
640,26901,49677,solar_sheffield_passiv,2.0
641,26903,39606,solar_sheffield_passiv,4.0
642,26904,57163,solar_sheffield_passiv,2.5
643,26905,44185,solar_sheffield_passiv,2.5
644,26906,44205,solar_sheffield_passiv,2.5
645,26908,57604,solar_sheffield_passiv,3.0
646,26909,58019,solar_sheffield_passiv,2.0
647,26911,56058,solar_sheffield_passiv,4.0
648,26912,64181,solar_sheffield_passiv,2.5
649,26913,70954,solar_sheffield_passiv,2.0
650,26914,70680,solar_sheffield_passiv,2.0
651,26917,66057,solar_sheffield_passiv,2.0
652,26918,66877,solar_sheffield_passiv,2.0
653,26919,66862,solar_sheffield_passiv,2.5
654,26920,68556,solar_sheffield_passiv,2.5
655,26922,4463,solar_sheffield_passiv,3.24
656,26924,4981,solar_sheffield_passiv,1.8
657,26925,5432,solar_sheffield_passiv,3.92
658,26927,6768,solar_sheffield_passiv,2.66
659,26928,6827,solar_sheffield_passiv,3.99
660,26930,21956,solar_sheffield_passiv,2.5
661,26932,19296,solar_sheffield_passiv,3.04
662,26933,20607,solar_sheffield_passiv,3.92
663,26934,5181,solar_sheffield_passiv,3.0
664,26938,4970,solar_sheffield_passiv,4.0
665,26940,6174,solar_sheffield_passiv,1.48
666,26941,22708,solar_sheffield_passiv,4.0
667,26942,24129,solar_sheffield_passiv,2.94
668,26944,28366,solar_sheffield_passiv,2.94
669,26953,25140,solar_sheffield_passiv,1.5
670,26956,47566,solar_sheffield_passiv,2.0
671,26957,46026,solar_sheffield_passiv,2.5
672,26958,36106,solar_sheffield_passiv,2.5
673,26959,36593,solar_sheffield_passiv,3.0
674,26960,43685,solar_sheffield_passiv,2.5
675,26963,59619,solar_sheffield_passiv,2.5
676,26965,57162,solar_sheffield_passiv,2.0
677,26966,62437,solar_sheffield_passiv,25.0
678,26967,80498,solar_sheffield_passiv,4.0
679,26968,78937,solar_sheffield_passiv,2.0
680,26970,83018,solar_sheffield_passiv,1.5
681,26972,6284,solar_sheffield_passiv,1.84
682,26974,17952,solar_sheffield_passiv,3.99
683,26975,10828,solar_sheffield_passiv,3.99
684,26977,9322,solar_sheffield_passiv,2.82
685,26979,22704,solar_sheffield_passiv,2.5
686,26980,7406,solar_sheffield_passiv,3.99
687,26981,21027,solar_sheffield_passiv,3.99
688,26985,27972,solar_sheffield_passiv,4.0
689,26986,24815,solar_sheffield_passiv,2.0
690,26987,28955,solar_sheffield_passiv,1.5
691,26990,29529,solar_sheffield_passiv,3.92
692,26991,30352,solar_sheffield_passiv,4.0
693,26993,39826,solar_sheffield_passiv,2.0
694,26995,5039,solar_sheffield_passiv,3.0
695,26996,4790,solar_sheffield_passiv,4.0
696,26997,4880,solar_sheffield_passiv,2.3
697,26999,6074,solar_sheffield_passiv,3.33
698,27000,6213,solar_sheffield_passiv,3.96
699,27002,19563,solar_sheffield_passiv,3.92
700,27003,13386,solar_sheffield_passiv,3.84
701,27007,22187,solar_sheffield_passiv,3.0
702,27008,22243,solar_sheffield_passiv,4.0
703,27009,18676,solar_sheffield_passiv,3.99
704,27012,16223,solar_sheffield_passiv,3.99
705,27016,23366,solar_sheffield_passiv,4.0
706,27017,24414,solar_sheffield_passiv,2.94
707,27018,24454,solar_sheffield_passiv,3.92
708,27020,25545,solar_sheffield_passiv,1.5
709,27022,30602,solar_sheffield_passiv,4.0
710,27023,31546,solar_sheffield_passiv,4.0
711,27024,31505,solar_sheffield_passiv,4.0
712,27025,44688,solar_sheffield_passiv,3.0
713,27028,38425,solar_sheffield_passiv,3.0
714,27029,58039,solar_sheffield_passiv,2.0
715,27030,40805,solar_sheffield_passiv,4.0
716,27031,55257,solar_sheffield_passiv,2.0
717,27033,65198,solar_sheffield_passiv,3.5
718,27034,41065,solar_sheffield_passiv,4.0
719,27035,4468,solar_sheffield_passiv,1.8
720,27036,4396,solar_sheffield_passiv,2.94
721,27041,4851,solar_sheffield_passiv,3.24
722,27042,5811,solar_sheffield_passiv,3.25
723,27043,7130,solar_sheffield_passiv,1.9
724,27045,21722,solar_sheffield_passiv,2.64
725,27046,9462,solar_sheffield_passiv,3.995
726,27047,5037,solar_sheffield_passiv,2.76
727,27049,5429,solar_sheffield_passiv,3.33
728,27050,21951,solar_sheffield_passiv,3.04
729,27051,16943,solar_sheffield_passiv,2.925
730,27052,7063,solar_sheffield_passiv,2.28
731,27053,6904,solar_sheffield_passiv,2.45
732,27054,29148,solar_sheffield_passiv,2.0
733,27055,23789,solar_sheffield_passiv,4.0
734,27056,27693,solar_sheffield_passiv,2.5
735,27058,26190,solar_sheffield_passiv,1.5
736,27064,56959,solar_sheffield_passiv,2.0
737,27065,43125,solar_sheffield_passiv,4.0
738,27066,41126,solar_sheffield_passiv,4.0
